english,russian
amsterdam,амстердам
amuck,амок
amulet,амулет
amunition,боеприпас
amur,амур
amuse,забавлять
amused,забавлять
amusedly,забавно
amusement,развлечение
amusingly,забавно
anabaptism,анабаптизм
anachronism,анахронизм
anachronistic,анахронический
anachronistical,анахронический
anaconda,анаконда
anadem,венец
anadromous,мигрирующий
anaemia,анемия
anaemic,анемичный
anaerobe,анаэроб
anaerobic,анаэробный
anaesthesia,анестезия
anaesthesiatize,обезболивать
anagram,анаграмма
anal,анальный
analgesic,болеутоляющее
analgesics,болеутоляющее
anally,анально
analogical,аналогичный
analogically,аналогично
analogous,аналогичный
analogously,аналогично
analogousness,аналогичность
analogy,аналогия
analyse,анализировать
analyser,анализатор
analyses,анализ
analysis,анализ
analyst,аналитик
analytic,аналитический
analytical,аналитический
analytically,аналитически
analyzable,анализируемый
analyzation,анализ
analyzer,анализатор
anapest,анапест
anarchic,анархичный
anarchical,анархичный
anarchically,анархично
anarchism,анархизм
anarchist,анархист
anarchistic,анархичный
anarchy,анархия
anastomoses,соустье
anastomosis,соустье
anathema,анафема
anatomic,анатомический
anatomical,анатомический
anatomist,анатомист
anatomize,анатомировать
anatomy,анатомия
ancestor,предок
ancestral,родовой
ancestress,предок
ancestries,происхождение
